"host_response_time","host_acceptance_rate","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_since_days","log_price"
"within an hour",99,"f",197,"t","t","Kauai","Entire home/apt",4,1,1,2,175,3,1125,3,5,1125,1125,3.6,1125,29,59,84,358,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",188,188,0,0,NA,1185,5.16478597392351
"within a few hours",65,"t",155,"t","t","Maui","Entire home/apt",4,1,1,1,199,4,1125,4,10,1125,1125,4.3,1125,29,59,89,357,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",147,147,0,0,NA,2254,5.29330482472449
"within a few hours",85,"t",169,"t","t","Maui","Entire home/apt",8,3,3,3,510,5,180,1,7,180,180,5.3,180,26,33,46,284,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",164,161,3,0,NA,1978,6.23441072571837
"within an hour",99,"f",283,"t","t","Maui","Entire home/apt",4,1,1,2,231,2,1125,2,4,2,1125,2.2,220.5,27,57,87,362,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",254,254,0,0,NA,1432,5.44241771052179
"within an hour",99,"f",119,"t","t","Honolulu","Entire home/apt",4,1,1,2,101,3,365,2,5,365,365,2.7,365,18,48,78,353,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",126,126,0,0,NA,1163,4.61512051684126
"within an hour",99,"f",119,"t","t","Maui","Entire home/apt",6,2,2,3,250,4,365,3,5,365,365,4,365,0,0,0,171,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",126,126,0,0,NA,1163,5.52146091786225
"within an hour",88,"f",0,"t","f","Kauai","Entire home/apt",3,1,1,1,195,3,1125,3,3,1125,1125,3,1125,18,47,73,320,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0,NA,1698,5.27299955856375
"within an hour",99,"t",39,"t","t","Maui","Entire home/apt",8,3.5,3,4,795,4,999,4,10,999,999,4.4,999,27,36,48,297,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",39,39,0,0,NA,1935,6.67834211465433
"within an hour",100,"f",49,"t","t","Honolulu","Entire home/apt",12,2,2,4,424,1,365,1,5,3,365,1.9,263.6,13,43,57,125,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,15,0,0,NA,913,6.04973345523196
"within an hour",96,"t",3,"t","t","Kauai","Entire home/apt",4,1.5,2,2,170,2,180,2,2,180,180,2,180,8,8,21,21,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",4,4,0,0,NA,1759,5.13579843705026
"within an hour",100,"f",49,"t","t","Honolulu","Entire home/apt",6,1,1,2,335,1,365,3,5,19,28,4.7,27.8,28,58,88,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,15,0,0,NA,913,5.81413053182507
"within an hour",100,"f",49,"t","t","Honolulu","Entire home/apt",6,1,1,3,280,1,365,3,5,13,28,3.9,27.3,28,58,88,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,15,0,0,NA,913,5.63478960316925
"within an hour",100,"f",40,"t","t","Honolulu","Entire home/apt",5,1,1,3,97,1,1125,1,2,1125,1125,1,1125,15,40,63,242,1,1,1,100,10,10,10,10,10,10,"t",36,36,0,0,1,1196,4.57471097850338
"within a few hours",100,"f",85,"t","t","Kauai","Entire home/apt",4,2,2,2,200,1,1125,1,7,1125,1125,1.4,1125,22,44,44,209,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",73,73,0,0,NA,1884,5.29831736654804
"within a few hours",85,"t",169,"t","t","Maui","Entire home/apt",8,3,3,4,510,5,180,5,7,180,180,5.3,180,30,54,84,359,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",164,161,3,0,NA,1978,6.23441072571837
"within an hour",99,"t",22,"t","t","Maui","Entire home/apt",2,1,1,2,139,3,61,3,4,1125,1125,3.5,1125,1,1,1,1,3,3,0,100,10,10,10,10,10,10,"t",12,12,0,0,2,2127,4.93447393313069
"within an hour",99,"f",9,"t","t","Honolulu","Entire home/apt",6,1,2,3,132,1,1125,1,2,1125,1125,1,1125,0,0,9,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",9,9,0,0,NA,1057,4.88280192258637
"within a few hours",57,"f",12,"t","t","Hawaii","Entire home/apt",4,1,1,1,115,3,1125,3,3,1125,1125,3,1125,27,57,87,355,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",8,8,0,0,NA,3173,4.74493212836325
"within a few hours",57,"f",12,"t","t","Hawaii","Entire home/apt",6,1,1,1,145,3,1125,3,3,1125,1125,3,1125,30,56,86,358,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",8,8,0,0,NA,3173,4.97673374242057
"within an hour",100,"t",22,"t","t","Maui","Private room",4,1,1,0,999,1,1125,1,7,7,1125,1.2,1094.2,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within an hour",100,"t",22,"t","t","Maui","Private room",4,1,NA,2,999,1,1125,1,4,14,1125,1.2,1033.1,0,7,7,35,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within an hour",100,"t",22,"t","t","Maui","Private room",4,1,NA,2,999,1,1125,1,4,14,1125,1.1,1076.5,0,0,0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within an hour",100,"t",22,"t","t","Maui","Private room",4,1,1,1,999,1,1125,1,4,14,1125,1.3,1017.7,0,0,0,35,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within an hour",100,"t",17,"t","f","Honolulu","Entire home/apt",4,1,1,2,110,29,1125,29,29,1125,1125,29,1125,12,15,20,295,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",10,10,0,0,NA,652,4.70048036579242
"within an hour",100,"t",17,"t","f","Honolulu","Entire home/apt",6,1,1,3,160,29,1125,29,29,1125,1125,29,1125,6,20,50,325,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",10,10,0,0,NA,652,5.07517381523383
"within an hour",100,"t",17,"t","f","Honolulu","Entire home/apt",6,1,1,3,120,2,1125,2,2,1125,1125,2,1125,22,47,77,338,1,1,1,100,10,2,10,10,8,10,"t",10,10,0,0,1,652,4.78749174278205
"within an hour",98,"f",15,"t","f","Honolulu","Entire home/apt",2,1,NA,1,50,3,1125,3,3,1125,1125,3,1125,1,24,54,328,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",6,6,0,0,NA,1958,3.91202300542815
"within an hour",98,"f",15,"t","f","Honolulu","Entire home/apt",3,1,NA,1,65,2,1125,2,2,1125,1125,2,1125,17,47,77,352,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",6,6,0,0,NA,1958,4.17438726989564
"within an hour",98,"f",15,"t","f","Honolulu","Entire home/apt",3,1,NA,1,60,2,1125,2,2,1125,1125,2,1125,4,4,4,4,1,1,1,100,10,10,10,10,10,10,"t",6,6,0,0,1,1958,4.0943445622221
"within an hour",98,"f",15,"t","f","Honolulu","Entire home/apt",3,1,NA,1,60,2,1125,2,2,1125,1125,2,1125,17,47,77,352,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",6,6,0,0,NA,1958,4.0943445622221
"within an hour",98,"f",15,"t","f","Honolulu","Entire home/apt",2,1,NA,1,60,1,1125,1,2,1125,1125,1,1125,5,14,44,318,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",6,6,0,0,NA,1958,4.0943445622221
"within an hour",98,"f",15,"t","f","Honolulu","Entire home/apt",2,1,NA,1,60,1,1125,1,2,1125,1125,1,1125,8,38,68,342,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",6,6,0,0,NA,1958,4.0943445622221
"within an hour",100,"t",17,"t","f","Honolulu","Entire home/apt",3,1,NA,1,60,2,1125,2,2,1125,1125,2,1125,2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",10,10,0,0,NA,652,4.0943445622221
"within an hour",100,"t",17,"t","f","Honolulu","Entire home/apt",2,1,NA,1,109,2,1125,2,2,1125,1125,2,1125,17,47,77,352,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",10,10,0,0,NA,652,4.69134788222914
"within an hour",100,"t",17,"t","f","Honolulu","Entire home/apt",2,1,NA,1,60,2,1125,2,2,1125,1125,2,1125,18,48,71,346,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",10,10,0,0,NA,652,4.0943445622221
"within an hour",100,"t",17,"t","f","Honolulu","Entire home/apt",4,1,NA,2,53,2,1125,2,2,1125,1125,2,1125,10,35,49,320,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",10,10,0,0,NA,652,3.97029191355212
"within an hour",100,"t",22,"t","t","Maui","Private room",4,1,1,1,999,1,1125,1,7,7,1125,1.2,1089,0,0,0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within an hour",100,"t",22,"t","t","Maui","Private room",4,1,NA,2,999,1,1125,1,7,7,1125,1.1,1107,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within an hour",60,"f",0,"t","t","Maui","Entire home/apt",4,1,1,2,219,3,1125,3,3,1125,1125,3,1125,22,52,82,357,2,2,0,100,10,10,10,10,10,10,"f",1,1,0,0,1.28,103,5.3890717298165
"within an hour",100,"t",22,"t","t","Maui","Private room",4,1,1,1,999,1,1125,1,4,14,1125,1.1,1102,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within an hour",100,"t",22,"t","t","Maui","Private room",8,2,2,3,999,1,1125,1,7,7,1125,1.2,1086.4,0,0,0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within an hour",100,"t",22,"t","t","Maui","Private room",4,1,NA,2,999,1,1125,1,7,7,1125,1.1,1107,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within an hour",100,"t",22,"t","t","Maui","Private room",8,2,2,3,999,1,1125,1,7,7,1125,1.1,1107,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within an hour",100,"t",22,"t","t","Maui","Private room",6,2,2,2,953,1,1125,1,4,14,1125,1.2,1043.3,7,14,14,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.8596149036542
"within an hour",100,"t",22,"t","t","Maui","Private room",6,2,2,1,999,1,1125,1,4,14,1125,1,1107.1,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within an hour",100,"t",22,"t","t","Maui","Private room",4,1,1,1,999,1,1125,1,4,14,1125,1.2,1068.8,0,0,0,21,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within an hour",100,"t",22,"t","t","Maui","Private room",4,1,1,1,999,1,1125,1,4,14,1125,1,1107.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",37,0,37,0,NA,825,6.90675477864855
"within a few hours",65,"t",12,"t","t","Kauai","Entire home/apt",6,2,2,3,216,3,1125,3,3,1125,1125,3,1125,6,6,6,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0,NA,3228,5.37527840768417
"within an hour",100,"f",0,"t","f","Maui","Entire home/apt",6,2,2,3,600,6,7,6,6,7,7,6,7,0,6,6,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,2975,6.39692965521615
"within an hour",100,"t",2,"t","t","Hawaii","Entire home/apt",6,1,2,4,200,30,365,30,30,1125,1125,30,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",2,2,0,0,NA,2230,5.29831736654804
"within an hour",100,"f",49,"t","t","Honolulu","Entire home/apt",6,1,1,2,233,1,365,1,5,4,365,3.7,43,28,58,77,352,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,15,0,0,NA,913,5.4510384535657
"N/A",96,"f",3,"t","t","Hawaii","Private room",4,1.5,1,2,99,3,7,3,3,7,7,3,7,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",3,2,1,0,NA,1326,4.59511985013459
"within an hour",100,"t",1,"t","t","Honolulu","Entire home/apt",4,1,1,2,85,30,1125,25,30,1125,1125,29.7,1125,23,28,28,291,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",3,3,0,0,NA,3099,4.44265125649032
"within an hour",50,"f",0,"t","t","Honolulu","Entire home/apt",10,3,4,5,350,23,1125,23,23,1125,1125,23,1125,2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0,NA,1863,5.85793315448346
"within an hour",99,"f",119,"t","t","Maui","Entire home/apt",4,1.5,1,3,120,3,365,3,5,365,365,3.1,365,9,36,36,276,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",126,126,0,0,NA,1163,4.78749174278205
"within a few hours",26,"t",99,"t","t","Hawaii","Entire home/apt",2,2,1,1,315,3,365,3,7,365,365,4.8,365,24,43,73,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",82,82,0,0,NA,1865,5.75257263882563
"within a few hours",65,"t",155,"t","t","Maui","Entire home/apt",4,1,1,1,164,4,1125,4,10,1125,1125,4.3,1125,0,0,5,279,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",147,147,0,0,NA,2254,5.0998664278242
"within an hour",100,"f",0,"t","t","Kauai","Entire home/apt",4,1,1,2,171,7,7,7,7,7,7,7,7,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",2,2,0,0,NA,1710,5.14166355650266
"within an hour",100,"f",4,"t","t","Honolulu","Entire home/apt",8,1,1,2,199,1,14,1,2,1125,1125,1,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",6,6,0,0,NA,136,5.29330482472449
"within a few hours",78,"f",190,"t","t","Kauai","Entire home/apt",2,1,1,2,169,1,365,1,10,365,365,4.4,365,30,60,68,315,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",180,180,0,0,NA,1465,5.12989871492307
"within an hour",100,"t",120,"t","t","Maui","Entire home/apt",4,1,1,2,259,1,365,3,7,365,365,4.1,365,0,2,24,276,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",114,114,0,0,NA,1422,5.55682806169954
"within an hour",100,"f",1081,"t","t","Honolulu","Entire home/apt",4,1,1,2,214,1,365,1,3,365,365,1.2,365,28,58,88,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",43,23,20,0,NA,1030,5.36597601502185
"within an hour",100,"f",1081,"t","t","Honolulu","Entire home/apt",2,1,1,1,194,1,365,1,3,365,365,1.2,365,28,58,88,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",43,23,20,0,NA,1030,5.26785815906333
"within a few hours",92,"f",0,"t","f","Hawaii","Entire home/apt",8,3,3,5,370,3,1125,3,3,1125,1125,3,1125,30,53,54,272,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",2,2,0,0,NA,493,5.91350300563827
"within an hour",100,"f",1081,"t","t","Honolulu","Private room",2,1,1,1,107,1,365,1,3,365,365,1.2,365,28,58,88,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",43,23,20,0,NA,1030,4.67282883446191
"within an hour",100,"f",1,"t","t","Honolulu","Entire home/apt",4,1,1,1,250,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0,NA,1607,5.52146091786225
"within an hour",100,"f",0,"t","t","Maui","Private room",4,1,1,2,400,7,7,7,7,1125,1125,7,1125,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,5.99146454710798
"within an hour",98,"t",2,"t","f","Kauai","Entire home/apt",4,1,1,2,344,1,1125,1,2,1125,1125,1,1125,17,31,54,220,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",5,5,0,0,NA,1719,5.8406416573734
"within an hour",100,"f",0,"t","t","Maui","Private room",4,1,1,2,400,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,5.99146454710798
"within an hour",100,"f",0,"t","t","Maui","Private room",6,2,2,3,643,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.46614472423762
"within an hour",99,"f",119,"t","t","Hawaii","Entire home/apt",4,2,2,2,200,4,365,4,5,365,365,4.1,365,1,29,40,300,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",126,126,0,0,NA,1163,5.29831736654804
"within a day",100,"f",83,"t","t","Maui","Entire home/apt",4,1,1,2,225,5,365,1,7,365,365,5.1,365,21,21,22,263,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",86,86,0,0,NA,1275,5.41610040220442
"within an hour",100,"f",0,"t","t","Maui","Private room",8,2,3,4,843,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.73696695800186
"within a few hours",98,"f",1,"t","t","Honolulu","Entire home/apt",2,1,1,1,60,30,1125,30,30,1125,1125,30,1125,19,49,79,354,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",17,17,0,0,NA,609,4.0943445622221
"within an hour",100,"f",0,"t","t","Honolulu","Entire home/apt",5,1,1,3,167,2,21,2,4,21,21,2.1,21,28,52,82,357,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,15,0,0,NA,122,5.11799381241676
"within an hour",98,"f",2,"t","t","Honolulu","Entire home/apt",4,1,1,1,139,3,1125,3,9,1125,1125,3.4,1125,6,35,65,317,1,1,1,100,10,10,10,10,10,10,"t",6,6,0,0,1,134,4.93447393313069
"within a few hours",78,"f",190,"t","t","Kauai","Entire home/apt",8,2,2,2,399,1,365,1,10,365,365,4.4,365,30,60,61,293,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",180,180,0,0,NA,1465,5.98896141688986
"within an hour",100,"f",0,"t","t","Maui","Private room",8,2,2,4,643,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.46614472423762
"within a few hours",78,"f",190,"t","t","Kauai","Entire home/apt",6,1,1,1,301,1,365,1,10,365,365,4.4,365,30,60,61,293,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",180,180,0,0,NA,1465,5.70711026474888
"within an hour",100,"f",0,"t","t","Maui","Private room",4,1,1,2,386,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,5.95583736946483
"within an hour",94,"t",1,"t","t","Honolulu","Entire home/apt",2,1,1,1,185,30,1125,30,30,1125,1125,30,1125,4,14,32,73,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,534,5.22035582507832
"within a few hours",78,"f",190,"t","t","Hawaii","Entire home/apt",4,2,2,3,214,1,365,1,7,365,365,3.3,365,0,21,21,254,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",180,180,0,0,NA,1465,5.36597601502185
"within an hour",100,"f",0,"t","t","Maui","Private room",8,2,3,4,843,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",40,0,40,0,NA,135,6.73696695800186
"within an hour",96,"f",53,"t","t","Honolulu","Entire home/apt",6,1,1,3,89,1,1125,1,2,1125,1125,1,1125,4,28,45,45,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",55,55,0,0,NA,1941,4.48863636973214
"within an hour",92,"f",1,"t","f","Maui","Entire home/apt",4,1,1,1,151,2,60,2,2,1125,1125,2,1125,7,21,33,147,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,126,5.01727983681492
"within a few hours",100,"f",3,"t","t","Kauai","Entire home/apt",6,3,3,3,600,1,45,4,7,45,45,4.2,45,0,2,4,273,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",4,4,0,0,NA,424,6.39692965521615
"within an hour",100,"f",2,"t","t","Honolulu","Entire home/apt",6,2,3,3,137,30,1125,30,30,1125,1125,30,1125,6,36,66,156,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",2,2,0,0,NA,168,4.91998092582813
"within an hour",100,"f",0,"t","f","Honolulu","Entire home/apt",2,1,NA,2,40,1,1125,1,2,1125,1125,1,1125,6,18,36,126,1,1,1,100,10,10,10,10,10,10,"t",3,3,0,0,1,752,3.68887945411394
"within a few hours",100,"f",8,"t","f","Kauai","Entire home/apt",6,2,2,3,168,1,1125,1,2,1125,1125,1,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,2214,5.12396397940326
"within an hour",100,"f",49,"t","t","Honolulu","Entire home/apt",6,1,1,3,233,1,365,1,5,5,365,3.5,58.4,2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,15,0,0,NA,913,5.4510384535657
"within an hour",99,"f",844,"t","t","Maui","Entire home/apt",5,1,1,4,155,2,182,2,2,182,182,2,182,3,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",68,68,0,0,NA,964,5.04342511691925
"within an hour",99,"f",844,"t","t","Maui","Entire home/apt",5,1,1,4,155,2,182,2,2,182,182,2,182,30,52,80,341,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",68,68,0,0,NA,964,5.04342511691925
"within an hour",99,"f",844,"t","t","Maui","Entire home/apt",5,1,1,4,155,2,182,2,2,182,182,2,182,30,60,90,357,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",68,68,0,0,NA,964,5.04342511691925
"within an hour",99,"f",844,"t","t","Maui","Entire home/apt",5,1,1,4,155,2,182,2,2,182,182,2,182,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",68,68,0,0,NA,964,5.04342511691925
"within an hour",99,"f",844,"t","t","Maui","Entire home/apt",5,1,1,4,155,2,182,2,2,182,182,2,182,30,60,90,355,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",68,68,0,0,NA,964,5.04342511691925
"within an hour",99,"f",844,"t","t","Maui","Entire home/apt",5,1,1,4,155,2,182,2,2,182,182,2,182,3,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",68,68,0,0,NA,964,5.04342511691925
"within an hour",99,"f",844,"t","t","Maui","Entire home/apt",5,1,1,4,155,2,182,2,2,182,182,2,182,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",68,68,0,0,NA,964,5.04342511691925
"within an hour",99,"f",844,"t","t","Maui","Entire home/apt",5,1,1,4,155,2,182,2,2,182,182,2,182,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",68,68,0,0,NA,964,5.04342511691925
"a few days or more",11,"f",1,"t","t","Honolulu","Private room",1,1,1,1,30,1,365,1,1,365,365,1,365,1,21,41,41,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,0,1,0,NA,94,3.40119738166216
"within an hour",99,"t",22,"t","f","Maui","Entire home/apt",4,1,1,2,314,7,7,7,7,1125,1125,7,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,14,1,0,NA,4050,5.74939298590825
"within an hour",100,"t",120,"t","t","Maui","Entire home/apt",4,2,1,2,139,1,365,3,5,365,365,3.9,365,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",114,114,0,0,NA,1422,4.93447393313069
"within an hour",100,"f",0,"t","f","Maui","Entire home/apt",4,1,1,1,95,1,1125,1,2,1125,1125,1,1125,10,23,23,187,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,836,4.55387689160054
"within an hour",99,"f",25,"t","t","Honolulu","Entire home/apt",2,1,NA,1,56,1,1125,1,30,1125,1125,1.5,1125,10,20,26,99,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",19,19,0,0,NA,852,4.02535169073515
"within a day",100,"f",1,"t","t","Hawaii","Entire home/apt",6,3,2,3,550,1,1125,1,2,1125,1125,1,1125,30,58,75,75,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",2,2,0,0,NA,1653,6.30991827822652
"within an hour",100,"f",49,"t","t","Honolulu","Entire home/apt",6,1,1,4,280,1,365,1,5,5,365,3.8,32.3,28,58,88,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,15,0,0,NA,913,5.63478960316925
"within an hour",100,"f",0,"t","t","Kauai","Entire home/apt",4,2,3,3,350,7,1125,7,7,1125,1125,7,1125,23,28,46,321,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,1588,5.85793315448346
"within a day",100,"f",83,"t","t","Maui","Entire home/apt",6,2.5,2,2,543,5,365,5,10,365,365,5.4,365,12,28,39,248,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",86,86,0,0,NA,1275,6.29710931993394
"within a day",100,"f",83,"t","t","Maui","Entire home/apt",6,2.5,2,2,443,5,365,5,7,365,365,5.1,365,29,55,68,325,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",86,86,0,0,NA,1275,6.09356977004514
"within a day",100,"f",83,"t","t","Maui","Entire home/apt",6,2.5,2,2,319,5,365,5,7,365,365,5.1,365,0,0,0,198,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",86,86,0,0,NA,1275,5.76519110278484
"within an hour",96,"f",0,"t","t","Hawaii","Entire home/apt",3,1,1,2,69,2,1125,2,2,1125,1125,2,1125,13,17,21,108,1,1,1,100,10,10,10,10,10,10,"t",4,4,0,0,1,2315,4.23410650459726
"within an hour",97,"f",7,"t","t","Hawaii","Entire home/apt",3,1,2,2,65,5,90,5,5,1125,1125,5,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",9,7,2,0,NA,1559,4.17438726989564
"within an hour",96,"f",0,"t","t","Hawaii","Entire home/apt",3,1,1,2,74,2,1125,2,2,1125,1125,2,1125,30,47,65,155,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",4,4,0,0,NA,2315,4.30406509320417
"within an hour",96,"f",0,"t","t","Hawaii","Entire home/apt",3,1,1,2,69,2,1125,2,2,1125,1125,2,1125,25,55,85,175,2,2,2,100,10,10,10,10,10,10,"t",4,4,0,0,2,2315,4.23410650459726
"within an hour",96,"f",0,"t","t","Hawaii","Entire home/apt",3,1,1,1,60,1,1125,1,2,1125,1125,1,1125,18,40,70,159,1,1,1,100,10,10,10,10,10,10,"t",4,4,0,0,1,2315,4.0943445622221
